,,,,,,,,,,,,,,
＜全員に＞,,,,,,,,,,,,,,
〔回答票８〕Ｑ８　あなたは、青少年に不適切（ふてきせつ）なサイト（出会い系サイトやアダルトサイトなど）やネットいじめの問題などインターネットの危険性（きけんせい）について、これまで説明を受けたり学んだりしたことがありますか。この中から、あてはまるものをすべてあげてください。（いくつでも）,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,
,総数,学校で教えてもらった,親（保護者）から教えてもらった,兄弟・姉妹から教えてもらった,機器の購入時に販売員より説明された,機器の購入時に資料をもらった,友だちから教えてもらった,テレビや本・パンフレットで知った,インターネットで知った,その他,説明を受けたり学んだりした（計）,教えてもらったり学んだりしない,わからない,回答計
地図・ナビゲーション,6    ,83.3    ,83.3    ,33.3    ,-,33.3    ,-,50.0    ,-,-,100.0    ,-,-,283.3    
音楽視聴,9    ,88.9    ,66.7    ,22.2    ,11.1    ,22.2    ,11.1    ,33.3    ,11.1    ,-,100.0    ,-,-,266.7    
動画視聴,10    ,90.0    ,70.0    ,30.0    ,10.0    ,30.0    ,10.0    ,60.0    ,20.0    ,-,100.0    ,-,-,320.0    
電子書籍,1    ,100.0    ,100.0    ,100.0    ,-,-,-,-,-,-,100.0    ,-,-,300.0    
ゲーム,12    ,75.0    ,66.7    ,16.7    ,-,16.7    ,16.7    ,16.7    ,-,-,91.7    ,8.3    ,-,216.7    
ショッピング・オークション,-,-,-,-,-,-,-,-,-,-,-,-,-,-
その他,3    ,33.3    ,33.3    ,-,-,-,-,-,-,-,33.3    ,66.7    ,-,133.3    
わからない,3    ,66.7    ,100.0    ,-,-,-,-,-,-,-,100.0    ,-,-,166.7    
Ｑ３〔ネット利用項目（Ａ４契約切れスマホ／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,31    ,83.9    ,35.5    ,3.2    ,-,-,9.7    ,6.5    ,6.5    ,-,90.3    ,9.7    ,-,154.8    
ニュース,11    ,81.8    ,54.5    ,9.1    ,-,-,18.2    ,9.1    ,9.1    ,-,90.9    ,9.1    ,-,190.9    
情報検索,33    ,87.9    ,42.4    ,3.0    ,3.0    ,3.0    ,15.2    ,12.1    ,9.1    ,-,93.9    ,6.1    ,-,181.8    
地図・ナビゲーション,7    ,85.7    ,14.3    ,-,-,-,14.3    ,14.3    ,-,-,100.0    ,-,-,128.6    
音楽視聴,33    ,75.8    ,39.4    ,3.0    ,3.0    ,-,12.1    ,12.1    ,15.2    ,-,84.8    ,12.1    ,3.0    ,175.8    
動画視聴,43    ,81.4    ,37.2    ,2.3    ,4.7    ,2.3    ,11.6    ,18.6    ,14.0    ,-,86.0    ,11.6    ,2.3    ,186.0    
電子書籍,3    ,100.0    ,33.3    ,-,-,-,-,33.3    ,-,-,100.0    ,-,-,166.7    
ゲーム,50    ,74.0    ,42.0    ,6.0    ,-,-,8.0    ,6.0    ,6.0    ,-,86.0    ,12.0    ,2.0    ,156.0    
ショッピング・オークション,4    ,75.0    ,50.0    ,-,-,-,-,25.0    ,-,-,75.0    ,25.0    ,-,175.0    
その他,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
わからない,1    ,-,-,-,-,-,-,-,-,-,-,100.0    ,-,100.0    
Ｑ３〔ネット利用項目（Ｂ１携帯電話／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,109    ,89.0    ,49.5    ,4.6    ,9.2    ,6.4    ,12.8    ,21.1    ,7.3    ,0.9    ,90.8    ,9.2    ,-,210.1    
ニュース,11    ,100.0    ,54.5    ,-,-,-,18.2    ,36.4    ,18.2    ,-,100.0    ,-,-,227.3    
情報検索,20    ,95.0    ,50.0    ,5.0    ,10.0    ,10.0    ,20.0    ,35.0    ,20.0    ,-,95.0    ,5.0    ,-,250.0    
地図・ナビゲーション,7    ,100.0    ,71.4    ,-,-,-,28.6    ,71.4    ,28.6    ,-,100.0    ,-,-,300.0    
音楽視聴,16    ,93.8    ,56.3    ,-,12.5    ,6.3    ,6.3    ,37.5    ,18.8    ,-,93.8    ,6.3    ,-,237.5    
動画視聴,9    ,100.0    ,55.6    ,-,22.2    ,11.1    ,-,44.4    ,33.3    ,-,100.0    ,-,-,266.7    
電子書籍,3    ,100.0    ,66.7    ,-,-,-,33.3    ,66.7    ,-,-,100.0    ,-,-,266.7    
ゲーム,14    ,78.6    ,42.9    ,-,7.1    ,7.1    ,7.1    ,14.3    ,7.1    ,-,78.6    ,21.4    ,-,185.7    
ショッピング・オークション,2    ,100.0    ,50.0    ,-,50.0    ,-,-,50.0    ,50.0    ,-,100.0    ,-,-,300.0    
その他,5    ,100.0    ,40.0    ,20.0    ,-,-,-,20.0    ,-,-,100.0    ,-,-,180.0    
わからない,2    ,100.0    ,-,-,-,-,-,50.0    ,50.0    ,-,100.0    ,-,-,200.0    
Ｑ３〔ネット利用項目（Ｂ２子ども向け携帯等／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,19    ,63.2    ,42.1    ,10.5    ,-,5.3    ,10.5    ,10.5    ,-,-,78.9    ,21.1    ,-,163.2    
ニュース,1    ,100.0    ,100.0    ,-,-,-,-,-,-,-,100.0    ,-,-,200.0    
情報検索,5    ,80.0    ,60.0    ,-,-,-,-,20.0    ,-,-,80.0    ,-,20.0    ,180.0    
地図・ナビゲーション,-,-,-,-,-,-,-,-,-,-,-,-,-,-
音楽視聴,3    ,100.0    ,66.7    ,-,-,-,-,33.3    ,33.3    ,-,100.0    ,-,-,233.3    
動画視聴,2    ,100.0    ,100.0    ,-,-,-,-,50.0    ,50.0    ,-,100.0    ,-,-,300.0    
電子書籍,1    ,100.0    ,100.0    ,-,-,-,-,100.0    ,-,-,100.0    ,-,-,300.0    
ゲーム,4    ,75.0    ,50.0    ,-,-,-,-,-,-,-,75.0    ,25.0    ,-,150.0    
ショッピング・オークション,-,-,-,-,-,-,-,-,-,-,-,-,-,-
その他,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
わからない,3    ,66.7    ,33.3    ,-,-,-,-,-,-,-,66.7    ,33.3    ,-,133.3    
Ｑ３〔ネット利用項目（Ｃ１ノートＰＣ／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,176    ,94.9    ,43.2    ,3.4    ,8.5    ,4.5    ,18.2    ,30.7    ,19.9    ,-,97.2    ,2.3    ,0.6    ,226.1    
ニュース,163    ,95.1    ,46.0    ,2.5    ,9.8    ,4.3    ,21.5    ,31.9    ,24.5    ,-,96.9    ,2.5    ,0.6    ,238.7    
情報検索,529    ,92.1    ,45.9    ,3.0    ,7.6    ,4.3    ,13.4    ,23.8    ,12.7    ,0.2    ,94.9    ,4.7    ,0.4    ,208.1    
地図・ナビゲーション,84    ,94.0    ,45.2    ,6.0    ,13.1    ,1.2    ,20.2    ,32.1    ,23.8    ,-,96.4    ,3.6    ,-,239.3    
音楽視聴,291    ,93.1    ,42.3    ,5.5    ,6.9    ,4.8    ,17.9    ,25.1    ,18.2    ,-,95.2    ,4.1    ,0.7    ,218.6    
動画視聴,482    ,91.9    ,45.0    ,4.4    ,8.7    ,5.0    ,14.7    ,24.7    ,16.0    ,0.4    ,95.2    ,4.4    ,0.4    ,215.6    
電子書籍,30    ,96.7    ,46.7    ,-,-,3.3    ,30.0    ,43.3    ,26.7    ,-,100.0    ,-,-,246.7    
ゲーム,224    ,83.9    ,44.2    ,2.7    ,3.6    ,2.7    ,13.8    ,24.1    ,12.9    ,0.4    ,90.6    ,7.1    ,2.2    ,197.8    
ショッピング・オークション,80    ,100.0    ,36.3    ,7.5    ,11.3    ,3.8    ,15.0    ,36.3    ,21.3    ,-,100.0    ,-,-,231.3    
その他,51    ,84.3    ,43.1    ,5.9    ,3.9    ,3.9    ,11.8    ,17.6    ,11.8    ,2.0    ,90.2    ,5.9    ,3.9    ,194.1    
わからない,10    ,100.0    ,40.0    ,-,20.0    ,-,10.0    ,10.0    ,10.0    ,-,100.0    ,-,-,190.0    
Ｑ３〔ネット利用項目（Ｃ２デスクトップＰＣ／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,67    ,92.5    ,47.8    ,7.5    ,6.0    ,6.0    ,9.0    ,23.9    ,29.9    ,-,94.0    ,4.5    ,1.5    ,228.4    
ニュース,66    ,93.9    ,53.0    ,6.1    ,10.6    ,3.0    ,18.2    ,31.8    ,28.8    ,-,98.5    ,1.5    ,-,247.0    
情報検索,254    ,90.6    ,45.3    ,5.5    ,6.3    ,3.1    ,11.0    ,22.4    ,13.8    ,0.4    ,94.9    ,4.7    ,0.4    ,203.5    
地図・ナビゲーション,39    ,94.9    ,46.2    ,7.7    ,5.1    ,5.1    ,15.4    ,28.2    ,28.2    ,-,97.4    ,2.6    ,-,233.3    
音楽視聴,130    ,93.8    ,41.5    ,5.4    ,5.4    ,6.2    ,13.1    ,23.8    ,20.8    ,-,94.6    ,4.6    ,0.8    ,215.4    
動画視聴,219    ,93.2    ,46.6    ,4.6    ,5.9    ,5.5    ,11.9    ,23.7    ,17.8    ,0.5    ,96.8    ,2.7    ,0.5    ,212.8    
電子書籍,15    ,100.0    ,53.3    ,13.3    ,6.7    ,6.7    ,20.0    ,40.0    ,40.0    ,-,100.0    ,-,-,280.0    
ゲーム,117    ,82.1    ,40.2    ,5.1    ,5.1    ,4.3    ,8.5    ,18.8    ,21.4    ,0.9    ,89.7    ,9.4    ,0.9    ,196.6    
ショッピング・オークション,44    ,95.5    ,38.6    ,2.3    ,9.1    ,2.3    ,9.1    ,31.8    ,29.5    ,-,100.0    ,-,-,218.2    
その他,28    ,82.1    ,60.7    ,14.3    ,10.7    ,-,7.1    ,28.6    ,14.3    ,-,89.3    ,10.7    ,-,228.6    
わからない,10    ,80.0    ,50.0    ,-,10.0    ,-,10.0    ,30.0    ,10.0    ,-,90.0    ,-,10.0    ,200.0    
Ｑ３〔ネット利用項目（Ｄ１タブレット／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,123    ,86.2    ,45.5    ,5.7    ,4.9    ,4.1    ,14.6    ,16.3    ,15.4    ,-,92.7    ,5.7    ,1.6    ,200.0    
ニュース,71    ,97.2    ,54.9    ,8.5    ,12.7    ,9.9    ,23.9    ,32.4    ,26.8    ,-,100.0    ,-,-,266.2    
情報検索,247    ,91.9    ,47.4    ,6.1    ,6.5    ,4.0    ,15.4    ,21.5    ,11.3    ,0.8    ,96.4    ,3.6    ,-,208.5    
地図・ナビゲーション,62    ,95.2    ,48.4    ,8.1    ,8.1    ,8.1    ,22.6    ,21.0    ,19.4    ,-,98.4    ,-,1.6    ,232.3    
音楽視聴,177    ,91.0    ,46.9    ,5.6    ,6.8    ,6.2    ,15.8    ,16.9    ,14.1    ,-,96.0    ,4.0    ,-,207.3    
動画視聴,278    ,89.9    ,47.5    ,5.0    ,5.0    ,3.6    ,14.4    ,18.0    ,11.5    ,0.7    ,95.0    ,4.0    ,1.1    ,200.7    
電子書籍,37    ,94.6    ,37.8    ,8.1    ,10.8    ,5.4    ,27.0    ,16.2    ,27.0    ,-,97.3    ,2.7    ,-,229.7    
ゲーム,251    ,88.8    ,44.6    ,5.2    ,5.6    ,3.6    ,15.5    ,15.9    ,10.4    ,0.8    ,93.6    ,4.8    ,1.6    ,196.8    
ショッピング・オークション,22    ,100.0    ,36.4    ,9.1    ,-,9.1    ,27.3    ,18.2    ,18.2    ,-,100.0    ,-,-,218.2    
その他,15    ,86.7    ,40.0    ,6.7    ,-,-,13.3    ,6.7    ,-,-,100.0    ,-,-,153.3    
わからない,6    ,100.0    ,33.3    ,-,16.7    ,-,-,16.7    ,-,-,100.0    ,-,-,166.7    
Ｑ３〔ネット利用項目（Ｄ２学習用タブレット／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,23    ,91.3    ,52.2    ,4.3    ,4.3    ,-,8.7    ,17.4    ,4.3    ,-,95.7    ,4.3    ,-,187.0    
ニュース,13    ,92.3    ,76.9    ,7.7    ,-,7.7    ,23.1    ,30.8    ,7.7    ,-,92.3    ,7.7    ,-,253.8    
情報検索,64    ,98.4    ,59.4    ,3.1    ,4.7    ,7.8    ,17.2    ,28.1    ,9.4    ,-,100.0    ,-,-,228.1    
地図・ナビゲーション,9    ,100.0    ,44.4    ,11.1    ,-,11.1    ,22.2    ,55.6    ,22.2    ,-,100.0    ,-,-,266.7    
音楽視聴,22    ,100.0    ,68.2    ,9.1    ,13.6    ,13.6    ,13.6    ,36.4    ,18.2    ,-,100.0    ,-,-,272.7    
動画視聴,47    ,93.6    ,63.8    ,8.5    ,8.5    ,6.4    ,12.8    ,34.0    ,12.8    ,-,100.0    ,-,-,240.4    
電子書籍,10    ,90.0    ,50.0    ,-,-,10.0    ,30.0    ,60.0    ,20.0    ,-,100.0    ,-,-,260.0    
ゲーム,19    ,84.2    ,68.4    ,5.3    ,5.3    ,10.5    ,5.3    ,31.6    ,10.5    ,-,94.7    ,-,5.3    ,226.3    
ショッピング・オークション,1    ,100.0    ,100.0    ,-,100.0    ,-,-,-,100.0    ,-,100.0    ,-,-,400.0    
その他,49    ,83.7    ,46.9    ,6.1    ,4.1    ,2.0    ,14.3    ,18.4    ,6.1    ,-,89.8    ,8.2    ,2.0    ,191.8    
わからない,4    ,75.0    ,50.0    ,-,-,-,-,-,-,-,75.0    ,25.0    ,-,150.0    
Ｑ３〔ネット利用項目（Ｄ３娯楽用タブレット／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
ニュース,-,-,-,-,-,-,-,-,-,-,-,-,-,-
情報検索,3    ,100.0    ,33.3    ,-,66.7    ,-,33.3    ,33.3    ,-,-,100.0    ,-,-,266.7    
地図・ナビゲーション,1    ,100.0    ,100.0    ,-,100.0    ,-,-,-,-,-,100.0    ,-,-,300.0    
音楽視聴,1    ,100.0    ,-,-,-,-,-,100.0    ,-,-,100.0    ,-,-,200.0    
動画視聴,4    ,100.0    ,50.0    ,-,50.0    ,-,25.0    ,-,-,-,100.0    ,-,-,225.0    
電子書籍,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ゲーム,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
ショッピング・オークション,-,-,-,-,-,-,-,-,-,-,-,-,-,-
その他,-,-,-,-,-,-,-,-,-,-,-,-,-,-
わからない,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｑ３〔ネット利用項目（Ｅ１携帯音楽プレイヤー／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,104    ,97.1    ,47.1    ,6.7    ,4.8    ,5.8    ,9.6    ,17.3    ,18.3    ,-,99.0    ,1.0    ,-,207.7    
ニュース,38    ,100.0    ,47.4    ,7.9    ,10.5    ,7.9    ,26.3    ,31.6    ,39.5    ,-,100.0    ,-,-,271.1    
情報検索,94    ,94.7    ,53.2    ,4.3    ,6.4    ,4.3    ,11.7    ,22.3    ,22.3    ,1.1    ,96.8    ,3.2    ,-,223.4    
地図・ナビゲーション,32    ,90.6    ,43.8    ,9.4    ,9.4    ,6.3    ,21.9    ,15.6    ,31.3    ,-,96.9    ,3.1    ,-,231.3    
音楽視聴,281    ,92.9    ,45.2    ,4.6    ,7.1    ,4.3    ,10.3    ,21.0    ,14.2    ,0.4    ,95.4    ,4.3    ,0.4    ,204.6    
動画視聴,144    ,94.4    ,46.5    ,4.2    ,4.9    ,4.2    ,13.9    ,24.3    ,19.4    ,0.7    ,97.2    ,2.1    ,0.7    ,215.3    
電子書籍,20    ,100.0    ,50.0    ,5.0    ,20.0    ,10.0    ,20.0    ,30.0    ,45.0    ,-,100.0    ,-,-,280.0    
ゲーム,128    ,92.2    ,43.8    ,4.7    ,7.0    ,4.7    ,12.5    ,21.9    ,21.1    ,0.8    ,95.3    ,3.9    ,0.8    ,213.3    
ショッピング・オークション,10    ,100.0    ,60.0    ,10.0    ,-,10.0    ,10.0    ,20.0    ,40.0    ,-,100.0    ,-,-,250.0    
その他,7    ,100.0    ,57.1    ,-,42.9    ,14.3    ,14.3    ,14.3    ,42.9    ,-,100.0    ,-,-,285.7    
わからない,5    ,100.0    ,60.0    ,-,-,-,20.0    ,40.0    ,-,-,100.0    ,-,-,220.0    
Ｑ３〔ネット利用項目（Ｆ１携帯ゲーム／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,89    ,85.4    ,52.8    ,3.4    ,2.2    ,5.6    ,20.2    ,19.1    ,7.9    ,-,93.3    ,5.6    ,1.1    ,203.4    
ニュース,13    ,100.0    ,53.8    ,-,-,7.7    ,30.8    ,15.4    ,15.4    ,-,100.0    ,-,-,223.1    
情報検索,87    ,87.4    ,50.6    ,4.6    ,2.3    ,5.7    ,14.9    ,25.3    ,6.9    ,1.1    ,95.4    ,3.4    ,1.1    ,203.4    
地図・ナビゲーション,6    ,50.0    ,50.0    ,-,-,16.7    ,16.7    ,33.3    ,16.7    ,-,83.3    ,16.7    ,-,200.0    
音楽視聴,91    ,82.4    ,44.0    ,4.4    ,2.2    ,5.5    ,17.6    ,24.2    ,12.1    ,-,91.2    ,8.8    ,-,201.1    
動画視聴,147    ,81.0    ,45.6    ,3.4    ,2.7    ,5.4    ,15.6    ,24.5    ,9.5    ,-,89.8    ,10.2    ,-,198.0    
電子書籍,7    ,100.0    ,71.4    ,-,-,28.6    ,28.6    ,57.1    ,-,-,100.0    ,-,-,285.7    
ゲーム,555    ,86.1    ,43.1    ,3.1    ,4.3    ,3.6    ,9.9    ,19.5    ,10.1    ,0.2    ,91.0    ,7.4    ,1.6    ,188.8    
ショッピング・オークション,19    ,78.9    ,52.6    ,5.3    ,-,5.3    ,-,21.1    ,10.5    ,-,89.5    ,10.5    ,-,184.2    
その他,12    ,75.0    ,50.0    ,-,8.3    ,16.7    ,16.7    ,33.3    ,16.7    ,-,91.7    ,8.3    ,-,225.0    
わからない,13    ,84.6    ,23.1    ,-,7.7    ,-,15.4    ,23.1    ,-,-,84.6    ,7.7    ,7.7    ,169.2    
Ｑ３〔ネット利用項目（Ｆ２据置型ゲーム／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,21    ,90.5    ,42.9    ,-,14.3    ,-,9.5    ,23.8    ,4.8    ,-,90.5    ,4.8    ,4.8    ,195.2    
ニュース,3    ,100.0    ,33.3    ,-,-,-,66.7    ,66.7    ,66.7    ,-,100.0    ,-,-,333.3    
情報検索,18    ,94.4    ,50.0    ,5.6    ,11.1    ,5.6    ,16.7    ,33.3    ,22.2    ,-,100.0    ,-,-,238.9    
地図・ナビゲーション,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
音楽視聴,20    ,90.0    ,35.0    ,5.0    ,5.0    ,-,10.0    ,35.0    ,15.0    ,-,95.0    ,5.0    ,-,200.0    
動画視聴,46    ,89.1    ,50.0    ,2.2    ,10.9    ,8.7    ,8.7    ,30.4    ,19.6    ,-,95.7    ,2.2    ,2.2    ,223.9    
電子書籍,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
ゲーム,231    ,88.7    ,45.5    ,1.7    ,5.6    ,5.2    ,15.6    ,21.6    ,18.2    ,-,93.5    ,5.6    ,0.9    ,208.7    
ショッピング・オークション,13    ,100.0    ,53.8    ,7.7    ,7.7    ,-,-,30.8    ,7.7    ,-,100.0    ,-,-,207.7    
その他,4    ,100.0    ,50.0    ,-,25.0    ,50.0    ,-,25.0    ,25.0    ,-,100.0    ,-,-,275.0    
わからない,11    ,100.0    ,36.4    ,-,-,-,18.2    ,9.1    ,27.3    ,-,100.0    ,-,-,190.9    
Ｑ３〔ネット利用項目（Ｇ１ネットテレビ／ＭＡ）〕,,,,,,,,,,,,,,
コミニュケーション,1    ,100.0    ,100.0    ,-,-,-,100.0    ,100.0    ,100.0    ,-,100.0    ,-,-,500.0    
ニュース,9    ,100.0    ,55.6    ,-,-,-,22.2    ,22.2    ,33.3    ,-,100.0    ,-,-,233.3    
情報検索,11    ,90.9    ,36.4    ,-,9.1    ,9.1    ,18.2    ,18.2    ,18.2    ,-,90.9    ,-,9.1    ,209.1    
地図・ナビゲーション,-,-,-,-,-,-,-,-,-,-,-,-,-,-
音楽視聴,10    ,90.0    ,30.0    ,20.0    ,10.0    ,-,20.0    ,30.0    ,40.0    ,-,90.0    ,10.0    ,-,250.0    
動画視聴,30    ,90.0    ,40.0    ,3.3    ,10.0    ,3.3    ,16.7    ,26.7    ,30.0    ,-,96.7    ,3.3    ,-,223.3    
電子書籍,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ゲーム,6    ,66.7    ,33.3    ,-,16.7    ,-,16.7    ,16.7    ,33.3    ,-,83.3    ,16.7    ,-,200.0    
ショッピング・オークション,-,-,-,-,-,-,-,-,-,-,-,-,-,-
その他,6    ,83.3    ,50.0    ,16.7    ,-,-,-,-,-,-,83.3    ,16.7    ,-,166.7    
わからない,5    ,80.0    ,20.0    ,-,-,-,-,20.0    ,-,-,80.0    ,-,20.0    ,140.0    
Ｑ４〔ネット利用時間（Ａ１～Ｇ１の合計時間〕,,,,,,,,,,,,,,
使っていない,69    ,76.8    ,29.0    ,1.4    ,-,-,7.2    ,18.8    ,1.4    ,-,84.1    ,13.0    ,2.9    ,150.7    
３０分未満,184    ,87.0    ,37.5    ,2.7    ,1.6    ,-,6.5    ,16.8    ,4.3    ,0.5    ,91.8    ,6.5    ,1.6    ,165.2    
３０分以上１時間未満,324    ,81.8    ,41.0    ,3.7    ,6.5    ,4.0    ,6.8    ,16.4    ,3.7    ,0.6    ,90.1    ,8.6    ,1.2    ,174.4    
１時間以上２時間未満,647    ,89.5    ,42.2    ,4.0    ,6.3    ,3.7    ,9.9    ,18.5    ,6.5    ,-,93.8    ,5.1    ,1.1    ,186.9    
２時間以上３時間未満,486    ,90.3    ,41.2    ,2.7    ,5.8    ,3.1    ,10.3    ,16.3    ,9.3    ,0.2    ,93.6    ,6.0    ,0.4    ,185.4    
３時間以上４時間未満,343    ,91.5    ,35.6    ,5.5    ,7.6    ,5.0    ,12.5    ,16.9    ,9.3    ,0.3    ,95.0    ,3.8    ,1.2    ,189.2    
４時間以上５時間未満,171    ,89.5    ,34.5    ,5.8    ,7.0    ,6.4    ,15.2    ,18.7    ,17.5    ,-,93.6    ,5.3    ,1.2    ,201.2    
５時間以上６時間未満,129    ,92.2    ,41.1    ,3.1    ,10.9    ,3.1    ,15.5    ,26.4    ,16.3    ,0.8    ,95.3    ,4.7    ,-,214.0    
６時間以上９時間未満,124    ,91.1    ,43.5    ,3.2    ,12.1    ,8.9    ,18.5    ,25.0    ,14.5    ,-,93.5    ,6.5    ,-,223.4    
９時間以上１２時間未満,24    ,91.7    ,37.5    ,4.2    ,12.5    ,12.5    ,25.0    ,20.8    ,45.8    ,-,95.8    ,-,4.2    ,254.2    
１２時間以上１５時間未満,17    ,94.1    ,47.1    ,11.8    ,5.9    ,-,29.4    ,11.8    ,17.6    ,-,100.0    ,-,-,217.6    
１５時間以上１８時間未満,4    ,100.0    ,-,-,25.0    ,-,25.0    ,50.0    ,50.0    ,-,100.0    ,-,-,250.0    
１８時間以上２１時間未満,4    ,100.0    ,25.0    ,-,-,-,-,25.0    ,-,-,100.0    ,-,-,150.0    
２１時間以上２４時間未満,3    ,100.0    ,66.7    ,33.3    ,-,-,33.3    ,33.3    ,33.3    ,-,100.0    ,-,-,300.0    
２４時間以上,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
わからない,85    ,80.0    ,40.0    ,-,1.2    ,1.2    ,4.7    ,7.1    ,2.4    ,-,84.7    ,9.4    ,5.9    ,151.8    
２時間以上（計）,1306    ,91.0    ,38.9    ,4.1    ,7.7    ,4.7    ,13.4    ,18.8    ,12.5    ,0.2    ,94.3    ,5.0    ,0.7    ,196.9    
５時間以上（計）,306    ,92.2    ,41.5    ,3.9    ,11.1    ,5.9    ,18.3    ,24.8    ,18.3    ,0.3    ,95.1    ,4.6    ,0.3    ,221.2    
６時間以上（計）,177    ,92.1    ,41.8    ,4.5    ,11.3    ,7.9    ,20.3    ,23.7    ,19.8    ,-,94.9    ,4.5    ,0.6    ,226.6    
１２時間以上（計）,29    ,96.6    ,37.9    ,10.3    ,6.9    ,-,24.1    ,20.7    ,20.7    ,-,100.0    ,-,-,217.2    
１８時間以上（計）,8    ,100.0    ,37.5    ,12.5    ,-,-,12.5    ,25.0    ,12.5    ,-,100.0    ,-,-,200.0    
Ｑ４〔ネット利用時間（Ａ１スマホ）〕,,,,,,,,,,,,,,
使っていない,12    ,100.0    ,33.3    ,-,-,-,8.3    ,8.3    ,8.3    ,-,100.0    ,-,-,158.3    
３０分未満,78    ,85.9    ,43.6    ,3.8    ,2.6    ,-,7.7    ,19.2    ,3.8    ,-,91.0    ,6.4    ,2.6    ,175.6    
３０分以上１時間未満,164    ,93.9    ,34.8    ,2.4    ,15.2    ,7.3    ,11.0    ,16.5    ,9.8    ,-,97.6    ,2.4    ,-,193.3    
１時間以上２時間未満,364    ,93.4    ,39.0    ,4.7    ,10.2    ,5.2    ,13.2    ,20.1    ,8.8    ,-,96.4    ,3.0    ,0.5    ,198.1    
２時間以上３時間未満,327    ,93.0    ,36.1    ,4.0    ,8.9    ,4.0    ,11.0    ,17.4    ,12.2    ,0.3    ,94.5    ,4.6    ,0.9    ,192.4    
３時間以上４時間未満,244    ,93.0    ,33.6    ,1.6    ,11.1    ,5.3    ,11.9    ,15.2    ,10.7    ,-,95.1    ,4.5    ,0.4    ,187.3    
４時間以上５時間未満,99    ,92.9    ,34.3    ,6.1    ,9.1    ,9.1    ,13.1    ,22.2    ,12.1    ,-,93.9    ,5.1    ,1.0    ,205.1    
５時間以上,156    ,92.3    ,36.5    ,3.2    ,9.0    ,3.2    ,21.2    ,24.4    ,14.7    ,0.6    ,95.5    ,4.5    ,-,209.6    
わからない,31    ,80.6    ,38.7    ,3.2    ,6.5    ,3.2    ,12.9    ,9.7    ,6.5    ,-,87.1    ,6.5    ,6.5    ,174.2    
２時間以上（計）,826    ,92.9    ,35.2    ,3.4    ,9.6    ,4.8    ,13.4    ,18.6    ,12.2    ,0.2    ,94.8    ,4.6    ,0.6    ,195.6    
Ｑ４〔ネット利用時間（Ａ２格安スマホ）〕,,,,,,,,,,,,,,
使っていない,-,-,-,-,-,-,-,-,-,-,-,-,-,-
３０分未満,2    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
３０分以上１時間未満,2    ,100.0    ,50.0    ,-,-,-,-,50.0    ,-,-,100.0    ,-,-,200.0    
１時間以上２時間未満,3    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
２時間以上３時間未満,5    ,100.0    ,60.0    ,-,-,-,-,20.0    ,20.0    ,-,100.0    ,-,-,200.0    
３時間以上４時間未満,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
４時間以上５時間未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５時間以上,3    ,100.0    ,33.3    ,-,33.3    ,33.3    ,-,-,-,-,100.0    ,-,-,200.0    
わからない,3    ,66.7    ,-,-,-,-,-,-,-,-,66.7    ,33.3    ,-,100.0    
２時間以上（計）,9    ,100.0    ,44.4    ,-,11.1    ,11.1    ,-,11.1    ,11.1    ,-,100.0    ,-,-,188.9    
Ｑ４〔ネット利用時間（Ａ３子供スマホ）〕,,,,,,,,,,,,,,
使っていない,3    ,33.3    ,66.7    ,-,-,-,33.3    ,-,-,-,66.7    ,33.3    ,-,166.7    
３０分未満,6    ,66.7    ,33.3    ,-,-,-,-,-,-,-,66.7    ,16.7    ,16.7    ,133.3    
３０分以上１時間未満,1    ,100.0    ,-,-,-,-,-,-,-,-,100.0    ,-,-,100.0    
