,,,,,,,,,,,,,,
＜いずれかの機器でインターネットを使っている（Ｑ２で、1つ以上「１」を回答）方に＞,,,,,,,,,,,,,,
〔回答票７〕Ｑ７　あなたの家では、インターネットの使い方について何かルールがありますか。この中から、あてはまるものをすべてあげてください。（いくつでも）,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,青少年分析軸,,,,,,,,,,,,,
,該当数,利用する時間を決めている,利用する場所を決めている,メール・メッセージを送る相手の制限,利用サイト・アプリ内容を決めている,送信・投稿内容を決めている,利用者情報を漏れないようにしている,料金上限や課金方法を決めている,困ったときはすぐに保護者に連絡する,その他,ルールを決めている（計）,特にルールを決めていない,わからない,回答計
岐阜県,47    ,40.4    ,34.0    ,8.5    ,12.8    ,6.4    ,19.1    ,27.7    ,29.8    ,-,76.6    ,23.4    ,-,202.1    
静岡県,81    ,29.6    ,12.3    ,6.2    ,8.6    ,8.6    ,12.3    ,24.7    ,27.2    ,1.2    ,61.7    ,38.3    ,-,169.1    
愛知県,184    ,29.9    ,23.4    ,9.2    ,10.9    ,6.5    ,11.4    ,15.8    ,23.9    ,1.6    ,60.9    ,38.0    ,1.1    ,171.7    
三重県,48    ,29.2    ,18.8    ,8.3    ,10.4    ,8.3    ,2.1    ,16.7    ,10.4    ,-,64.6    ,35.4    ,-,139.6    
滋賀県,29    ,20.7    ,6.9    ,10.3    ,6.9    ,6.9    ,10.3    ,10.3    ,27.6    ,-,55.2    ,44.8    ,-,144.8    
京都府,58    ,20.7    ,22.4    ,6.9    ,10.3    ,12.1    ,15.5    ,20.7    ,20.7    ,6.9    ,62.1    ,37.9    ,-,174.1    
大阪府,186    ,21.5    ,14.0    ,5.9    ,7.0    ,12.4    ,15.1    ,19.9    ,25.3    ,2.2    ,60.8    ,38.7    ,0.5    ,162.4    
兵庫県,107    ,32.7    ,22.4    ,8.4    ,15.0    ,10.3    ,18.7    ,20.6    ,27.1    ,1.9    ,72.0    ,28.0    ,-,185.0    
奈良県,25    ,16.0    ,4.0    ,24.0    ,16.0    ,12.0    ,20.0    ,20.0    ,24.0    ,-,48.0    ,52.0    ,-,188.0    
和歌山県,19    ,-,10.5    ,5.3    ,26.3    ,15.8    ,10.5    ,10.5    ,15.8    ,-,42.1    ,57.9    ,-,152.6    
鳥取県,10    ,60.0    ,20.0    ,10.0    ,10.0    ,-,20.0    ,30.0    ,60.0    ,-,80.0    ,-,20.0    ,230.0    
島根県,14    ,21.4    ,14.3    ,-,14.3    ,14.3    ,7.1    ,21.4    ,14.3    ,-,57.1    ,42.9    ,-,150.0    
岡山県,57    ,22.8    ,17.5    ,5.3    ,17.5    ,10.5    ,14.0    ,31.6    ,15.8    ,5.3    ,66.7    ,33.3    ,-,173.7    
広島県,62    ,25.8    ,24.2    ,8.1    ,9.7    ,16.1    ,21.0    ,22.6    ,38.7    ,1.6    ,69.4    ,29.0    ,1.6    ,198.4    
